Occasion,Date,Trap,Species,Recapture (R/N) ,Tag no.,Age (J/SA/A),Sex (M/F),Breeding ,HF (L),E (L),AGD,HB,T,Tail % of HB,MZ (Muzzle length),Parasites (number of ectoparasites visible with naked eRe),Bag Weight (g),Weight incl. bag (g),Weight,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Processor,Whot Baited,Other Notes,Flagged
F100-2-2012-1,19/06/2012,F100-2-5A,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-21A,LTG,R,O417816418,A,F?,,,,,,,,,,,,,,,761,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-4B,WH,R,O4178181E8,A,M,,,,,,,,,,,,,,,,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-11A,RS,R,O417818CB6,A,M,,,,,,,,,,,,,,,,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-28B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,760,,Robin,DennR + 1,,
F100-2-2012-1,19/06/2012,F100-2-16A,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-7B,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,Robin,James + 1 orang baru,,
F100-2-2012-1,19/06/2012,F100-2-26A,RS,R,O41781AB68,A,M,,,,,,,,,,,,,,,763,,Robin,DennR + 1,,
F100-2-2012-1,19/06/2012,F100-2-27A,DTT,N,O41781B812,A,M,large scrotal patch,25.2,13.9,11.9,,,,,6,43,117,74,,,762,,Robin,DennR + 1,yellow flecks in under fur,
F100-2-2012-1,19/06/2012,F100-2-40B,WH,N,O417BD6443,A,F,,27.1,19.8,11.5,,,,,44,19,66,47,,,766,,Robin,Robin + Mike,,
F100-2-2012-1,19/06/2012,F100-2-40A,SS,N,O417BD9166,A,F,very fat-pregnant?,25.5,16.3,11.1,,,,,34,19,93,74,missing tail (old injury),,765,,Robin,Robin + Mike,,
F100-2-2012-1,19/06/2012,F100-2-46A,RS,N,O417BDA93C,A,M,large testes,40,20.5,28.5,,,,,64,19,172,153,wound on upper left thigh,,764,,Robin,Robin + Mike,,
F100-2-2012-1,19/06/2012,F100-2-34B,WH,N,O417BDAA46,A,F,,26.4,14.8,8.7,,,,,25,19,52,33,,,767,,Robin,Alex + 1,,
F100-2-2012-2,20/06/2012,F100-2-2A,DTT,N,O417815BA4,A,M,Testes - bulbus above anus,25.75,15.9,21.4,,,,,10,18,103,85,,,771,119,Ollie,Robin,,
F100-2-2012-2,20/06/2012,F100-2-1B,RS,R,O417816A32,A,F,,,,,,,,,,,,,"Tail caught around spring - managed to unwind it, but will probably lose it",,,,Ollie,Robin,,
F100-2-2012-2,20/06/2012,F100-2-45A,RS,R,O417818885,A,F,,,,,,,,,,,,,,,,,Ollie,Alex/Melvin,,
F100-2-2012-2,20/06/2012,F100-2-9A,MR,R,O4178188DO,A,F,Perforated,39.35,19.9,20.8,,,,,18,18,203,185,,,768,118,Ollie,Robin,,
F100-2-2012-2,20/06/2012,F100-2-16B,RS,R,O417818CB6,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-2,20/06/2012,F100-2-37B,WH,R,O417819996,,,,,,,,,,,,,,,,,769,,Robin,Alex/Melvin,,
F100-2-2012-2,20/06/2012,F100-2-16A,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-2,20/06/2012,F100-2-23B,DTT,R,O41781B812,A,M,,,,,,,,,,,,,,,,,Ollie,Danny + 1 orang baru,Nothing written on flagging tape at point - and seems to be in wrong place as found old 23B marker.,
F100-2-2012-2,20/06/2012,F100-2-47A,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,770,,Robin,Alex/Melvin,,
F100-2-2012-2,20/06/2012,F100-2-33B,WH,R,O417BDAA46,A,F,,,,,,,,,,,,,,,,,Robin,Alex/Melvin,,
F100-2-2012-2,20/06/2012,F100-2-18B,RR,N,O417BDAA53,A,F,perforated ,33.4,18.6,15.5,,,,,3,19,92,73,,,772,,Robin,Danny + 1 orang baru,guard hairs,
F100-2-2012-3,21/06/2012,F100-2-44A,SS,N,NewDead22,A,F?,,24.8,16.7,10.6,,,,,,18,68,50,,y,,,Ollie,Danny,"Sprawled in trap when found, but barely alive. Small red biting ants (as well as larger soldier ants) all over body and inside mouth. Died during anaesthetisation.",
F100-2-2012-3,21/06/2012,F100-2-47B,RS,R,O417815C64,A,F,,,,,,,,,,,,,,,,,Ollie,Danny,,
F100-2-2012-3,21/06/2012,F100-2-5A,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-2-2012-3,21/06/2012,F100-2-40A,DTT,N,O417816OB5,A,M,very big testes,26.65,16.8,22.2,,,,,,19,95,76,,,774,,Ollie,Danny,,
F100-2-2012-3,21/06/2012,F100-2-16A,LGTRS,N,O417817DA6,A,M,,45,41.8,24.9,,,,42,,18,284,266,,,,,Ollie,Ollie,very large,
F100-2-2012-3,21/06/2012,F100-2-5B,WH,R,O4178181E8,A,M,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-2-2012-3,21/06/2012,F100-2-15B,DTT,N,O417818B49,SA,M,Testes,23.2,13.4,17.4,,,,,,19,61,42,,,775,,Ollie,Ollie,,
F100-2-2012-3,21/06/2012,F100-2-6B,RS,R,O417818CB6,A,M,,,,,,,,,,,,,,,,,Ollie,Alex,Moved central marker - was remarked slightly out of position,
F100-2-2012-3,21/06/2012,F100-2-27B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-3,21/06/2012,F100-2-33B,RS,R,O417818OD4,,,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-3,21/06/2012,F100-2-14B,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,Ollie,Ollie,,
F100-2-2012-3,21/06/2012,F100-2-35A,WH,R,O417819996,,,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-3,21/06/2012,F100-2-10B,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-3,21/06/2012,F100-2-29B,LTG,N,O41781ABEO,A,M,Testes,45.55,22.2,39,,,,,,19,312,293,,,777,,Ollie,Robin,,
F100-2-2012-3,21/06/2012,F100-2-2A,DTT,N,O417BD61BO,A,F,perforated,23.5,12.5,8.6,,,,,,19,76,57,,,773,,Robin,Alex,dodgy caliper,
F100-2-2012-3,21/06/2012,F100-2-41B,WH,R,O417BD6443,A,F,,,,,,,,,,,,,,,,,Robin,Danny,,
F100-2-2012-3,21/06/2012,F100-2-40B,SS,R,O417BD9166,A,F,,,,,,,,,,,,,,,,,Robin,Danny,,
F100-2-2012-3,21/06/2012,F100-2-18B,RR,R,O417BDAA53,A,F,,,,,,,,,,,,,,,,,Ollie,Ollie,Moved - was in wrong place.,
F100-2-2012-3,21/06/2012,F100-2-23B,WH,N,O417BDAB47,SA,M,,21.6,11.2,12.5,,,,,,18,48,30,,,776,,Robin,Ollie,dodgy caliper. Trap in wrong place by quite a distance - moved.,
F100-2-2012-3,21/06/2012,F100-2-37B,LSQ,N,O417BDAFF6,A,F,"Nipples, perforated ",32.6,,,133.5,93.5,,23.5,3,44,149,105,,,,,Robin,Danny,dodgy caliper,
F100-2-2012-8,26/06/2012,F100-2-2B,DTT,R,O417815BA4,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-20A,LTG,R,O417816418,A,F?,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-39B,DTT,R,O417816OB5,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-7A,WH,R,O4178181E8,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-19B,DTT,R,O417818B49,SA,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-34B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-17B,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-37B,WH,R,O417819996,,,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-34A,LTG,R,O41781ABEO,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-29B,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-18B,DTT,R,O417BD61BO,A,F,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-1B,RS,N,O417BD81O6,SA,F?,no visible testes,35.7,19.1,10.1,,,,,28,18,105,87,,,779,,Robin,Alex,"EDIT by ORW: Entered as CBS/SS - is this a mistake on data entry? Biometrics fit a small RS. Changed to RS. EDIT2 by ORW: Checked Robin's book and he wasn't sure what species it was - ""big whiskers, white underbelly. yellowish tinge down flanks. Immature RS or CBS? Immature LTG? Grey fur on top"". Have kept it my edit from CBS to RS. He should have noted how spiny it was on belly. ",
F100-2-2012-8,26/06/2012,F100-2-40A,SS,R,O417BD9166,A,F,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-48A,RS,N,O417BD9DE8,A,M,large testes,39.9,21,29.1,,,,,141,18,179,161,,,779,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-45B,WH,N,O417BDA71A,A,M,large testes,25.4,13.8,18.9,,,,,23,18,57,39,,,778,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-45A,RS,R,O417BDA93C,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-8,26/06/2012,F100-2-35B,WH,R,O417BDAA46,A,F,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-2-2012-9,27/06/2012,F100-2-8A,DTT,R,O417815BA4,A,M,,,,,,,,,,,,,,,,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-6B,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-39B,WH,R,O417816EB8,A,M,,,,,,,,,,,,,,,,,Robin,Robin,,
F100-2-2012-9,27/06/2012,F100-2-36B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,Robin,Robin,spool still attached when caught in trap (spool from the day before),
F100-2-2012-9,27/06/2012,F100-2-10A,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-39A,RS,N,O41781ABCF,,,,,,,,,,,,,,,,,,,Robin,Robin,,
F100-2-2012-9,27/06/2012,F100-2-38A,LTG,R,O41781ABEO,A,M,,,,,,,,,,,,,,,,,Robin,Robin,,
F100-2-2012-9,27/06/2012,F100-2-30B,DTT,R,O41781B812,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-9,27/06/2012,F100-2-37B,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,,,Robin,Robin,,
F100-2-2012-9,27/06/2012,F100-2-9B,DTT,R,O417BD61BO,A,F,,,,,,,,,,,,,,,,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-26A,CTRS,N,O417BD62BA,A,F,perforated,45.4,,,164.4,171.7,,29.9,6,38,153,115,,,,,Robin,Melvin,"EDIT by ORW: ID'd as SLTRS, but surely not with that HF and weight. Changed to CTRS based on biometrics. ",
F100-2-2012-9,27/06/2012,F100-2-11B,SS,N,O417BD6C11,A,F,perforated ,25.9,15,7.4,,,,,23,18,63,45,,,780,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-16B,LTG,N,O417BD715A,A,M,large testes,47.6,21.3,41.7,,,,,9,37,423,386,,,781,,Robin,Mike,,
F100-2-2012-9,27/06/2012,F100-2-17B,RR,N,O417BD74C5,A,F,perforated,33,17.1,13.9,,,,,,18,107,89,,,783,,Robin,Melvin,has small first and last toes- arboreal adaptation,
F100-2-2012-9,27/06/2012,F100-2-7B,LTG,,,,,,,,,,,,,,,,,,,,,,Mike,ESCAPED,
F100-2-2012-9,27/06/2012,F100-2-33B,DTT,N,,F,F,,24.3,12.7,6.1,,,,,18,37,76,39,,,782,,Robin,Robin,OMIT,
F100-2-2012-13,01/07/2012,F100-2-8B,DTT,R,O417815BA4,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,dusty speckled hen colouring on top parts,
F100-2-2012-13,01/07/2012,F100-2-5A,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-40A,WH,R,O417816EB8,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-27B,RS,R,O417818O53,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-15B,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-39B,RS,R,O41781ABCF,,,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-32A,LTG,R,O41781ABEO,A,M,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-9A,LTG,N,O417BD63BE,A,F,,45,21,21.1,,,,,5,37,288,251,,,784,,Robin,Melvin,LTG that escaped from trap 9 on 27/06/2012?,
F100-2-2012-13,01/07/2012,F100-2-17B,WH,N,O417BD6715,A,M,testes,27.3,15.6,17.4,,,,,26,17,69,52,,,785,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-6A,LSQ,N,O417BD7OOC,A,M,testes,29.8,,,136.8,95.4,,25.6,13,37,146,109,,,,,Robin,Melvin,white fur on underside,
F100-2-2012-13,01/07/2012,F100-2-1B,RS,R,O417BD81O6,SA,F?,,,,,,,,,,,,,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-1A,LGTRS,N,O417BD86AF,A,F,Perforated,41.2,,,184.2,163.6,,39.5,4,37,220,183,,,,,Robin,Melvin,"Reddish tinge to underfur, black line down back",
F100-2-2012-13,01/07/2012,F100-2-24A,LSQ,N,O417BD86O5,A,F,perforated,32.4,,,134,91.9,,24.5,5,37,128,91,flesh injuries around left knee joint,,,,Robin,Melvin,dots either side of nose not joining,
F100-2-2012-13,01/07/2012,F100-2-14B,SLTRS,N,O417BD9A86,A,M,scrotal patch above and below penis?!,36.4,,,130.5,156.9,,24.5,3,37,112,75,,,,,Robin,Melvin,,
F100-2-2012-13,01/07/2012,F100-2-37B,SLTRS,N,O417BDAF3E,A,F?,no obvious sexual morphology,37,,,133.6,178.3,,24.2,6,37,98,61,,,,,Robin,Melvin,EDIT by ORW: HF was down as 370! Presumably 37 so changed it,
F100-2-2012-14,02/07/2012,F100-2-33B,RS,N,O417815B6D,A,M,Testes (huge),40.25,24,26,,,,,135,17,151,134,,,787,121,Ollie,Sabri,"Collar of medium width, not meeting in the middle. Ankle bands apparently present, but wet ankles makes it difficult to see.",
F100-2-2012-14,02/07/2012,F100-2-1B,DTT,R,O417815BA4,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-14,02/07/2012,F100-2-45B,RS,R,O417815C64,A,F,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-2-2012-14,02/07/2012,F100-2-3B,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-14,02/07/2012,F100-2-42B,WH,N,O417816314,A,M,Testes (huge),26.9,16.85,19.35,,,,,28,17,67,50,,,788,122,Ollie,Sabri,"Danny wrote that it was 42A that caught - given his other mistakes today, seems likely he was wrong.",
F100-2-2012-14,02/07/2012,F100-2-30B,CTRS,N,O417817CCF,A,F,,46.6,,,151.4,176.3,,31.1,0,17,130,113,,,,,Ollie,Alex,yellowish-orange underparts,
F100-2-2012-14,02/07/2012,F100-2-12B,LSQ,N,O417818A67,A,F,,33.3,,,109.6,87.5,,,0,17,80,63,fur loss on R knee and possibly leech wound on L side,,,,Ollie,Robin,Mike misread the trap number and released at point 2B,
F100-2-2012-14,02/07/2012,F100-2-18B,DTT,R,O417818B49,SA,M,,,,,,,,,,,,,,,,,Ollie,Alex,Mike put that it was caught in 18A,
F100-2-2012-14,02/07/2012,F100-2-25A,SS,N,O41781917E,SA,F,,24.8,17.1,7,,,,,21,17,66,49,,,786,,Ollie,Alex,"Drab dark brown upperparts with faint orangeish tinge to side stripe (not ""classic CBS""). Whitish/greyish underparts. Orange on face (especially cheeks) and speckled orange on neck.",
F100-2-2012-14,02/07/2012,F100-2-46A,LGTRS,N,O41781996O,A,M,,40.8,,,176.7,167,,41.7,1,41,203,162,,,,120,Ollie,Sabri,1 parasite collected off side of mouth,
F100-2-2012-14,02/07/2012,F100-2-21B,WH,R,O417819996,,,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-2-2012-14,02/07/2012,F100-2-10B,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-14,02/07/2012,F100-2-44A,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-2-2012-14,02/07/2012,F100-2-10A,LTG,R,O417BD63BE,A,F,,,,,,,,,,,,,,,,,Ollie,Robin,,
F100-2-2012-14,02/07/2012,F100-2-44B,WH,R,O417BDA71A,A,M,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012--3,05/07/2012,F100-1-28B,SS,N,NewDead23,,,,,,,,,,,,,,,,y,,,Ollie,Alex,Killed by red ants - had made a nest completely around rat. No tag present.,
F100-1-2012--3,05/07/2012,F100-1-46B,RS,R,O41781615B,A,F,,,,,,,,,,,,,,,,,Ollie,Ollie & Anthony,,
F100-1-2012--3,05/07/2012,F100-1-3A,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,794,127,Ollie,"Ollie, Melvin, Anthony",,
F100-1-2012--3,05/07/2012,F100-1-3B,WH,N,O417816DF7,A,M,Massive testes,27.4,16,18,,,,,,17,63,46,,,795,128 - sent to Maliau but only found the box in Aug 2013 - sample had dried out completely but is now in alcohol again,Ollie,"Ollie, Melvin, Anthony",,
F100-1-2012--3,05/07/2012,F100-1-45A,RS,R,O4178172BC,A,M,,,,,,,,,,,,,,y,,,Ollie,Ollie & Anthony,Killed by red ants - tag present.,
F100-1-2012--3,05/07/2012,F100-1-8A,MR,R,O4178183CD,A,F,,,,,,,,,,,,,,,792,136 - sent to Maliau but only found the box in Aug 2013 - sample had dried out completely but is now in alcohol again,Ollie,Robin & Alex,very unresponsive after processing. possibly dehydrated? Lolot said she moved off very very slowly. ,
F100-1-2012--3,05/07/2012,F100-1-25A,SS,R,O4178188DD,A,F?,,,,,,,,,,,,,,,790,125,Ollie,Alex,very wide and bright orange side stripe. Light yellowish underparts.,
F100-1-2012--3,05/07/2012,F100-1-24B,SS,N,O417818AF3,A,M,Small black patch above anus - epididymis?,25.5,16.55,14.55,,,,,57,17,69,52,,,789,124 - sent to Maliau but only found the box in Aug 2013 - sample had dried out completely but is now in alcohol again,Ollie,Alex,,
F100-1-2012--3,05/07/2012,F100-1-15A,RS,N,O417818CC4,J,M?,,24.6,16.1,10.4,,,,,61,17,51,34,,,791,,Ollie,Anthony,Patches of orangeish tinge coming through on upperparts. Underparts muddied with a patch of white coming through. spiny on top. Large ears.,
F100-1-2012--3,05/07/2012,F100-1-21B,RS,R,O417818E1C,A,F,,,,,,,,,202,17,127,110,Last 1.5cm of tail lost in side of trap.,,,123,Ollie,Alex,"Thin collar, meeting in middle just about. Clearn ankle bands.",
F100-1-2012--3,05/07/2012,F100-1-29B,SS,R,O4178196CA,A,M,,,,,,,,,,,,,,,793,,Ollie,Alex,"""Classic"" broad orange stripe, pale yellow underparts",
F100-1-2012--3,05/07/2012,F100-1-40B,SLTRS,N,O417819D3O,A,F,,39,,,125.7,183.4,,24.2,0,17,71,54,Leech on snout which fell off in ether.,,,,Ollie,Ollie & Anthony,Measured both feet - same length exactly. very sluggish and unresponsive before and after processing. Danny said he covered the individual with leaves because still unresponsive at release (15 mins after end of processing - possibly still drowsy from ether). Pale yellowish underparts and grizzled olive brown above. very skinny and slender. ,
F100-1-2012--3,05/07/2012,F100-1-33A,RS,R,O41781A6AB,A,M,very large testes.,,,,,,,,,,,,,,,126 - sent to Maliau but only found the box in Aug 2013 - sample had dried out completely but is now in alcohol again,Ollie,Alex,,
F100-1-2012--2,09/07/2012,F100-1-39B,DTT,N,NewDead24,,,,,,,,,,,,,,,,y,,,Robin,Mathiew,Ants all over,
F100-1-2012--2,09/07/2012,F100-1-28A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-45A,RS,R,O41781615B,A,F,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-4A,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-2B,WH,R,O417816O84,A,F,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-3A,WH,R,O4178173AD,A,M,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-12A,RS,R,O41781763B,A,F,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-44A,LSQ,R,O417817C67,A,F,,,,,,,,,,,,,,,,,,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-17A,SS,R,O417818AF3,A,M,,,,,,,,,,,,,,,,,Robin,Mathiew,Robin ID'd as WH - changed,
F100-1-2012--2,09/07/2012,F100-1-29B,RS,R,O417818E1C,A,F,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-39A,LTG,R,O41781921C,A,F,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-42B,SS,N,O4178C3EAC,A,F?,,27.1,12.1,9.8,,,,,38,14,64,50,,,797,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-5A,LSQ,N,O4178C4299,A,M,testes,,,,140.4,93.1,,23.4,4,37,135,98,,,,,Robin,Mathiew,EDIT by ORW: Robin wrote in book that HF for this LSQ was 43.3 - this is way out of the normal range (about 1cm too large) and must be a mistake (or terrible measuring). Other measurements fit it being a LSQ (no ID notes in Robin's book to go on). Have deleted HF measurement for now. ,
F100-1-2012--2,09/07/2012,F100-1-8A,WH,N,O4178C5134,A,M,Large Testes,26.9,13.9,18.8,,,,,12,14,70,56,,,498,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-25A,LSQ,N,O4178C547F,A,M,testes,32.1,,,138.9,97.9,,26,5,37,145,108,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-33A,MR,N,O417BD633F,SA,M?,,38.4,15.5,20.1,,,,,7,39,171,132,,,796,,Robin,Mathiew,"tiny first toe, last toe slightly longer. Guard hairs on top, yellowish underfur. Whitish grey underparts, slightly spiny underparts. Tail all black, hairs on tip of tail. EDIT by ORW: Can't find any original data for this, either in this spreadsheet or the previous. Ideally need to recapture to confirm Rob's ID. EDIT2 by ORW: Robin mistakenly put this in as a recap and didn't enter of his biometrics! Found the entry in his book and entered it all - it was a new individual, hence not being able to find an original record anywhere. Robin had this ID'd as ""MR/RR"" in his book, but entered it into the spreadsheet as RR. For the ID notes, he wrote it slightly differently in book ""...guard hairs on top yellowish underfur. whitish/grey underfur, fought ether strongly, tail black all over, slight guard hairs at end, slightly spiny underbelly, dark fur underneath hair"". On basis of this, the apparent lack of obvious testes, and the biometrics (weight and HF), I think it was a MR.",R
F100-1-2012--2,09/07/2012,F100-1-11A,RS,R,O417BD9DE8,A,M,,,,,,,,,,,,,,,,,Robin,Mathiew,,
F100-1-2012--2,09/07/2012,F100-1-14B,LSQ,N,O417BDAED4,A,F,,33.8,,,129.3,93.5,,25.2,3,39,119,80,,,,,Robin,Mathiew,"yellow eye patches, but no dots either side of nose. Buff/white underbelly",
F100-1-2012--1,11/07/2012,F100-1-12B,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-13B,LTG,R,O417816799,A,F,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-7B,WH,R,O417816O84,A,F,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-3A,WH,R,O4178173AD,A,M,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-13A,RS,R,O41781763B,A,F,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-3B,LSQ,N,O4178C35EA,A,M,scrotal patch,33.3,,,125.8,99.1,,22.8,1,40,107,67,y,,,,Robin,Sabri,"dots either side of nose, eye patches, blood on left back foot and penis",
F100-1-2012--1,11/07/2012,F100-1-35B,DTT,N,O4178C371O,A,F,perforated,26.2,16.8,9.8,,,,,3,16,85,69,,,802,,Robin,Sabri,"white underbelly, very long whiskers, speckled orange all over top. originally ID'd as CBS by Robin - later caught by Ollie - reID'd as DTT. ",
F100-1-2012--1,11/07/2012,F100-1-7A,WH,R,O4178C5134,A,M,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-11A,LSQ,N,O4178C5771,A,M,scrotum,33,,,108.2,91.2,,22.8,3,40,106,66,y,,,,Robin,Sabri,blood stain on penis,
F100-1-2012--1,11/07/2012,F100-1-8B,RS,N,O417BD5E1B,A,M,testes,39.5,22.7,25.9,,,,,61,14,152,138,,,799,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-44B,SS,N,O417BD64D4,SA,M,scrotal patch,26.7,15.3,13.5,,,,,41,14,68,54,,,801,,Robin,Sabri,,
F100-1-2012--1,11/07/2012,F100-1-16A,SS,N,O417BD81AC,A,,,,,,,,,,,,,,,y,800,,Robin,Sabri,stopped breathing after ear clip,
F100-1-2012--1,11/07/2012,F100-1-31A,LGTRS,N,O417BD8F38,A,F,perforated,42.4,,,179.8,161.3,,38.4,1,40,208,168,,,,,Robin,Sabri,"black line down centre of back, auburn underbelly",
F100-1-2012--1,11/07/2012,F100-1-27B,MR,R,O417O69CD5,A,M,,,,,,,,,,,,,,,,,Robin,Sabri,,
F100-1-2012-1,17/07/2012,F100-1-32A,SS,N,O417815639,A,M,Testes,24.5,14.8,11.9,,,,,65,17,65,48,,,804,,Ollie,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-28B,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,Robin,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-6A,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-4A,WH,R,O417816314,A,M,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,Fur not complete on upperparts - distinct patch on rump with just dark underfur,
F100-1-2012-1,17/07/2012,F100-1-5A,LTG,R,O417816799,A,F,,,,,,,,,,,,,,,,,Robin,Alex + Sabri,,
