Occasion,Date,Trap,Species (LSQ: Low's Squirrel; RBSSQ: Red-bellied Scultor Squirrel; SS: Small Spiny; MR: Muller's; CBS: Chesnut-Bellied Spiny; LETRS: Lesser Treeshrew; STRS: Slender Treeshrew; LGTRS: Large Treeshrew),N or R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight,Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Body Fat,Injuries ,Dead?,Tissue Sample ID,Parasite Sample,Fur sample,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Other Notes
D100-2-2011--2,28/08/2011,D100-2-10A,SS,N,O4173CO258,A,M,Testes (black patch),26.15,16.7,11.55,,,,,19,57,38,82,,Tail stub only,,282,,,,,Leah,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-2A,RS,N,O417815655,A,F,,39.7,23.15,10.7,,,,,19,138,119,69,,,,279,,,,,Leah,Leah's Team,"Thick ankle bands, thin broken collar (messy), white tail tip"
D100-2-2011--2,28/08/2011,D100-2-23A,RS,N,O417815E86,A,F,,38.35,23.05,11.05,,,,,21,137,116,144,,,,285,,,,,Ollie,Leah's Team,Full collar
D100-2-2011--2,28/08/2011,D100-2-26A,PR,N,O4178163O9,A,M,,21.4,13.2,11,,,,,21,56,35,3,,,,,,,,,Ollie,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-39B,WH,N,O417816485,A,M,,27.4,17,16.3,,,,,19,59,40,45,,,,275,,,,,Leah,Ollie's Team,
D100-2-2011--2,28/08/2011,D100-2-7B,LTG,N,O4178166A4,A,M,,43.6,22.6,33.5,,,,,21,302,281,17,,,,280,,,,,Ollie,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-8A,RS,N,O41781689F,A,F,,38.5,23,12,,,,,21,136,115,154,,,,278,,,,,Ollie,Leah's Team,Full collar
D100-2-2011--2,28/08/2011,D100-2-46A,RS,N,O417816F81,A,F,,40,22.5,11.5,,,,,19,116,97,154,,,,273,,,,,Leah,Ollie's Team,"Very thin full collar, thick ankle bands, white tail tip"
D100-2-2011--2,28/08/2011,D100-2-33A,RS,N,O417817127,A,F,,37.25,23.25,10.4,,,,,21,143,122,114,,,,287,,,,,Ollie,Leah's Team,Full collar
D100-2-2011--2,28/08/2011,D100-2-36B,PR,N,O4178176BC,A,M,Testes,23.4,13,23.5,,,,,19,68,49,1,,,,,,,,,Leah,Ollie's Team,
D100-2-2011--2,28/08/2011,D100-2-17A,SS,N,O417817739,A,M,Testes (black patch),27.95,16.05,12.95,,,,,19,66,47,60,,,,286,,,,,Leah,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-30A,PR,N,O417818583,A,F,Perforated,23.95,13.1,11.65,,,,,19,51,32,4,,,,,,,,,Leah,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-2B,RS,N,O4178185B1,A,F,,41.1,23.6,9.65,,,,,19,128,109,124,,,,276,,,,,Leah,Leah's Team,"Thin M-shaped collar, thick ankle bands, white tail tip"
D100-2-2011--2,28/08/2011,D100-2-20A,WH,N,O417819229,A,M,Testes,28.7,17.75,17.2,,,,,19,62,43,14,,,,284,,,,,Leah,Leah's Team,"Very orange, white spot on belly, white tip on tail"
D100-2-2011--2,28/08/2011,D100-2-27B,RS,N,O417819922,SA,F,,36.1,20.65,9,,,,,21,108,87,120,,,,283,,,,,Ollie,Leah's Team,"Brown, with more reddish stripe along sides. Relatively broad collar. "
D100-2-2011--2,28/08/2011,D100-2-14B,SS,N,O417819977,A,M,,27.2,16.1,12.95,,,,,19,69,50,97,,,,281,,,,,Leah,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-31A,PR,N,O417819CO2,A,M,Testes,23.4,15.1,21.9,,,,,21,58,37,4,,,,,,,,,Ollie,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-3A,SS,N,O417819FEB,A,M?,Bald patch above anus - testes?,26.2,16.7,10.55,,,,,21,68,47,144,,,,277,,,,,Ollie,Leah's Team,
D100-2-2011--2,28/08/2011,D100-2-43A,RS,N,O417819O24,A,M,Testes (black patch),40.05,22.2,17.15,,,,,21,141,120,122,,,,274,,,,,Ollie,Ollie's Team,Continuous v-shaped collar
D100-2-2011--2,28/08/2011,D100-2-12B,SS,N,O41781C142,A,M?,,27.25,17.4,12.3,,,,,19,74,55,35,,"Tail skinned by ants, tear in L ear",,,,,,,Leah,Leah's Team,
D100-2-2011--1,29/08/2011,D100-2-2A,LTG,N,O416DA3839,A,M,Testes (black patch),49,25.55,29.85,,,,,20,302,282,43,,,,291,,,,,Leah,Siun,
D100-2-2011--1,29/08/2011,D100-2-15A,SS,R,O4173CO258,A,M,,,,,,,,,,,,,,No tail,,,,,,,Leah,James,
D100-2-2011--1,29/08/2011,D100-2-3A,RS,R,O417815655,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Siun,
D100-2-2011--1,29/08/2011,D100-2-4A,RS,N,O417815B37,A,M,,41.7,24.9,21.25,,,,,19,143,124,144,,,,289,,,,,Leah,Siun,"Thin broken collar, thick ankle bands, white tail tip"
D100-2-2011--1,29/08/2011,D100-2-47A,RS,N,O4178164CO,A,F,,37.4,23.35,7.8,,,,,21,113,92,113,,,,290,,,,,Ollie,Mathiew,
D100-2-2011--1,29/08/2011,D100-2-9B,LTG,R,O4178166A4,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
D100-2-2011--1,29/08/2011,D100-2-15B,WH,N,O417816BD1,SA,F,,26.1,14,7.5,,,,,21,53,32,58,,Half of L ear missing (old),,292,,,,,Ollie,James,
D100-2-2011--1,29/08/2011,D100-2-34A,RS,R,O417817127,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011--1,29/08/2011,D100-2-16A,MR,N,O4178173C3,A,M,Testes,40.3,20.45,27.3,,,,,19,222,203,29,,,,,,,,,Leah,James,
D100-2-2011--1,29/08/2011,D100-2-18B,SS,R,O417817739,A,M,,,,,,,,,,,,,,"Attacked by ants, poss lost 1 eye, still alive and released, but not sure about chances of survival (did not move very far)",,,,,,,Leah,James,
D100-2-2011--1,29/08/2011,D100-2-31B,MR,N,O417817838,A,M,,40.15,20.25,29.5,,,,,21,214,193,32,,,,,,,,,Ollie,Ollie,
D100-2-2011--1,29/08/2011,D100-2-28A,MR,N,O4178182O4,A,F,Perforated,40,19.4,15.55,,,,,19,177,158,27,,,,,,,,,Leah,Leah,
D100-2-2011--1,29/08/2011,D100-2-2B,RS,N,O417818EC7,A,M,Testes (black patch),41.15,22.9,17.05,,,,,19,151,132,135,,,,,,,,,Leah,Siun,"Thick M-shaped collar, white tail tip, thick ankle bands"
D100-2-2011--1,29/08/2011,D100-2-41B,RR,N,O417818EOF,A,F,Perforated,32.5,17.3,13.4,,,,,21,118,97,2,,,,,,,,,Ollie,Mathiew,"Dark for an MFR, underparts only slightly lighter, upperparts with orange speckled tinge, grey underfur, long and obvious guard hairs on back and sides. Dark, hairy tail."
D100-2-2011--1,29/08/2011,D100-2-34B,RR,N,O417819672,A,F,Perforated,35,18.75,13.25,,,,,19,94,75,5,,,,,,,,,Leah,Ollie,
D100-2-2011--1,29/08/2011,D100-2-36B,RS,R,O417819922,SA,F,,,,,,,,,,,,,,,,,,,,,,Ollie,
D100-2-2011--1,29/08/2011,D100-2-13B,SS,R,O417819977,A,M,,,,,,,,,,,,,,,,,,,,,Leah,James,
D100-2-2011--1,29/08/2011,D100-2-10A,LSQ,R,O4178199SE,SA,F,,32.1,,4.6,128.1,88.7,,,21,97,76,3,,,,,,,,,Ollie,James,
D100-2-2011--1,29/08/2011,D100-2-48B,RR,N,O417819A42,A,M?,,33,17.25,15.7,,,,,21,103,82,2,,,,,,,,,Ollie,Mathiew,
D100-2-2011--1,29/08/2011,D100-2-25A,PR,R,O417819CO2,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Leah,
D100-2-2011--1,29/08/2011,D100-2-29B,WH,N,O41781FO1B,SA,F,,26.2,15.65,7.3,,,,,19,52,33,49,,,,288,,,,,Leah,Ollie,
D100-2-2011--1,29/08/2011,D100-2-1A,Unknown,N,,,,,,,,,,,,,,,,,,Y,,,,,,James,Siun,OMIT
D100-2-2011-1,12/09/2011,D100-2-13B,LTG,R,O416DA3839,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-1,12/09/2011,D100-2-19B,SS,R,O4173CO258,A,M,,,,,,,,,,,,,,,,,,,,,Kiel,Opong,
D100-2-2011-1,12/09/2011,D100-2-3B,RS,R,O417815655,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-1,12/09/2011,D100-2-35A,PR,R,O417815B2C,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-43A,LGTRS,N,O417815D1D,SA,F,,46.3,,,188.2,186.6,,40.4,21,183,162,7,,,,,,,,,Ollie,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-4B,MR,N,O41781641E,A,M,,42.4,18.7,27.15,,,,,21,217,196,42,,,,,,,,,Ollie,Ollie,
D100-2-2011-1,12/09/2011,D100-2-10B,WH,R,O417816BD1,SA,F,,,,,,,,,,,,,,,,,,,,,Kiel,Ollie,
D100-2-2011-1,12/09/2011,D100-2-44B,RS,R,O417816F81,A,F,,,,,,,,,,,,,,,,,,,,,,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-40B,RS,R,O417817127,A,F,,,,,,,,,,,,,,,,,,,,,Kiel,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-12A,MR,R,O4178173C3,A,M,,,,,,,,,,,,,,,,,,,,,Kiel,Ollie,
D100-2-2011-1,12/09/2011,D100-2-30A,PR,N,O4178177BE,A,M,,24.9,14.9,17.3,,,,,21,53,32,0,,,,,,,,,Ollie,Opong,"Attacked by ants. Only breathing very shallowly after processing, possibly died later. "
D100-2-2011-1,12/09/2011,D100-2-45B,LGTRS,N,O417817FB3,A,M,,45.1,,,199.4,187.7,,41.8,21,216,195,2,,,Y,,,,,,Ollie,Mathiew,"Died shortly after taking out of gassing chamber - possible overdose, exacerbated by stress it was under (lots of noisy present for 20 mins before processing - Kiel, Mathiew, Me, Rob, Dave Edwards, Felicity, Siun etc)"
D100-2-2011-1,12/09/2011,D100-2-29A,MR,R,O4178182O4,A,F,,,,,,,,,,,,,,,,,,,,,Kiel,Opong,Escaped at 22 whilst Kiel was trying to get it back into the trap from the processing bag
D100-2-2011-1,12/09/2011,D100-2-20B,WH,R,O417819229,A,M,,,,,,,,,,,,,,,,,,,,,Kiel,Opong,
D100-2-2011-1,12/09/2011,D100-2-21B,RS,R,O417819922,SA,F,,,,,,,,,,,,,,,,,,,,,Kiel,Opong,
D100-2-2011-1,12/09/2011,D100-2-13A,SS,R,O417819977,A,M,,,,,,,,,,,,,,,,,,,,,Kiel,Ollie,
D100-2-2011-1,12/09/2011,D100-2-39B,RR,N,O417819DDE,A,F,Perforated,35.05,20.35,19.8,,,,,20,173,153,4,,,,,,,,,Ollie,Mathiew,Grey belly with pale central stripe
D100-2-2011-1,12/09/2011,D100-2-2B,SS,R,O417819FEB,A,M?,,,,,,,,,,,,,,,,,,,,,Kiel,Ollie,
D100-2-2011-1,12/09/2011,D100-2-43B,RS,R,O417819O24,A,M,,,,,,,,,,,,,,,,,,,,,,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-45A,SS,N,O41781B81D,A,F?,,24.9,16,8.3,,,,,20,74,54,41,,"Attacked by ants (mostly on feet), eating the ants. Did not move away upon release, but eventually moved off fairly quickly about 2 mins later when I returned to the trap.",,300,,,,,Ollie,Mathiew,
D100-2-2011-1,12/09/2011,D100-2-12B,SS,R,O41781C142,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-1,12/09/2011,D100-2-8B,Unknown,N,,,,,,,,,,,,,,,,,,Y,,,,,,Kiel,Ollie,OMIT
D100-2-2011-1,12/09/2011,D100-2-26A,PR,R,,,,,,,,,,,,,,,,,,,,,,,,Kiel,Opong,ESCAPED
D100-2-2011-2,13/09/2011,D100-2-39B,SS,N,NewDead13,,,,,,,,,,,,,,,,,Y,,,,,,Ollie,Mathiew,Attacked by ants. Missing pieces of flesh. Most likely a CBS. No tag detected.
D100-2-2011-2,13/09/2011,D100-2-18B,SS,R,O4173CO258,A,M,,,,,,,,,,,,,,"Ants attacking - on feet, but OK. Stub tail.",,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-17B,RS,R,O417815E86,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-26A,PR,N,O417815F84,SA,F,,20.45,14.1,8.9,,,,,22,42,20,1,,,,,,,,,Ollie,Kiel,
D100-2-2011-2,13/09/2011,D100-2-5A,RS,N,O417815F92,A,M?,,41.9,24.7,19.65,,,,,22,154,132,93,,,,,,,,,Ollie,Kiel,"Accidentally released at 19A by me because the trap said 19A. By process of elimination, this likely came from 5A (alternative was 1B)."
D100-2-2011-2,13/09/2011,D100-2-1A,LTG,N,O417815FO8,A,M,,46.85,22.45,36.55,,,,,22,332,310,30,,,,301,,,,,Ollie,Kiel,
D100-2-2011-2,13/09/2011,D100-2-1B,MR,R,O41781641E,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Kiel,
D100-2-2011-2,13/09/2011,D100-2-15A,WH,R,O417816BD1,SA,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-33B,RS,R,O417817127,A,F,,,,,,,,,,,,,,End of tail (~3cm) missing and looks a bit infected,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-19A,MR,N,O417817B2D,A,F,,39.25,19.5,21.35,,,,,21,241,220,56,,,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-43B,LSQ,N,O417817C17,A,F,,32.95,13.5,7.15,,,,,22,112,90,4,,,,,,,,,Ollie,Ollie,
D100-2-2011-2,13/09/2011,D100-2-17A,SS,N,O4178181AB,A,F,,25.85,18.55,7.7,,,,,21,73,52,91,,,,302,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-27A,WH,R,O417819229,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Kiel,
D100-2-2011-2,13/09/2011,D100-2-20B,RS,R,O417819922,SA,F,,,,,,,,,,,,,,Stripped short section of tail ~1/3rd of way down.,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-14B,SS,R,O417819977,A,M,,,,,,,,,,,,,,Missing end of tail - possibly a bit infected,,,,,,,Ollie,Mathiew,
D100-2-2011-2,13/09/2011,D100-2-19B,RS,N,O41781A4FC,A,M?,,39.85,23,17.3,,,,,22,127,105,85,,,,,,,,,Ollie,Mathiew,
D100-2-2011-3,14/09/2011,D100-2-3B,LTG,R,O416DA3839,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,
D100-2-2011-3,14/09/2011,D100-2-3A,RS,R,O417815655,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,
D100-2-2011-3,14/09/2011,D100-2-19B,RS,R,O417815F92,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Ling,
D100-2-2011-3,14/09/2011,D100-2-33A,RS,R,O417817127,A,F,,,,,,,,,,,,,,"Minor cut on R foot, but otherwise OK.",,,,,,,Ollie,Opong,Trap moved ~15m and plastic ripped off
D100-2-2011-3,14/09/2011,D100-2-15B,MR,R,O4178173C3,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ling,
D100-2-2011-3,14/09/2011,D100-2-19A,MR,R,O417817B2D,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ling,
D100-2-2011-3,14/09/2011,D100-2-18A,SS,R,O4178181AB,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-3,14/09/2011,D100-2-13A,SS,R,O417819977,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ling,
D100-2-2011-3,14/09/2011,D100-2-43A,RS,R,O417819O24,A,M,,,,,,,,,,,,,,,,,,,,,,Ling,
D100-2-2011-3,14/09/2011,D100-2-25A,PR,N,O41781F3D3,A,M,Testes,22.55,14.75,22.6,,,,,21,64,43,31,,,,,,,,,Ollie,Ollie,
D100-2-2011-3,14/09/2011,D100-2-24A,WH,N,O4178C4E31,A,F?,,24.9,16.4,9.75,,,,,21,59,38,58,,,,242,,,,,Ollie,Ollie,
D100-2-2011-3,14/09/2011,D100-2-45B,RS,N,O4178C5AF2,A,M?,,42.8,22.5,17.75,,,,,21,124,103,165,,,,,,,,,Ollie,Ling,
D100-2-2011-3,14/09/2011,D100-2-24B,WH,N,O4178C6EO2,A,F?,,24.5,16,8.95,,,,,21,61,40,49,,,,303,,,,,Ollie,Ollie,
D100-2-2011-3,14/09/2011,D100-2-25B,PR,N,O4178C731D,A,F,,22.6,14.15,6.4,,,,,21,55,34,43,,,,,,,,,Ollie,Ollie,
D100-2-2011-4,15/09/2011,D100-2-4A,RS,R,O417815655,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,"Trap moved (or set in wrong place), no plastic"
D100-2-2011-4,15/09/2011,D100-2-5B,RS,R,O417815B37,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-20B,RS,R,O417815F92,A,M?,,,,,,,,,,,,,,,,,,,,,James,Mathiew,
D100-2-2011-4,15/09/2011,D100-2-24A,PR,R,O4178163O9,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-17A,LTG,R,O4178166A4,A,M,,,,,,,,,,,,,,,,,,,,,James,Mathiew,
D100-2-2011-4,15/09/2011,D100-2-29A,PR,R,O4178176BC,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-4,15/09/2011,D100-2-29B,MR,R,O4178182O4,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-4,15/09/2011,D100-2-36B,RS,R,O417819922,SA,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-4,15/09/2011,D100-2-37A,RS,R,O417819O24,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
D100-2-2011-4,15/09/2011,D100-2-20A,RS,R,O41781A4FC,A,M?,,,,,,,,,,,,,,,,,,,,,James,Mathiew,
D100-2-2011-4,15/09/2011,D100-2-14B,LGTRS,N,O4178C33EC,A,M,,45.1,,,189.45,174.95,,41.75,21,228,207,10,,,,,,,,,Ollie,Mathiew,
D100-2-2011-4,15/09/2011,D100-2-22A,RR,N,O4178C3736,SA,M,Testes,31.4,17.6,27.2,,,,,21,94,73,3,,,,,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-2B,RS,N,O4178C375D,A,F,,37.85,22.4,9.25,,,,,21,121,100,165,,,,,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-1A,SS,N,O4178C46E9,A,F?,,25.85,16.15,10.75,,,,,22,71,49,41,,,,304,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-23A,WH,R,O4178C4E31,A,F?,,,,,,,,,,,,,,,,,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-46A,WH,N,O4178C5ED8,A,M,,25.7,16.95,14.8,,,,,21,59,38,63,,,,305,,,,,Ollie,Opong,
D100-2-2011-4,15/09/2011,D100-2-10B,WH,N,O4178C767D,A,M,,26,18,12.9,,,,,21,69,48,87,,,,306,,,,,Ollie,Mathiew,
D100-2-2011-5,16/09/2011,D100-2-48A,SS,N,NewDead14,,,,,,,,,,,,,,,,,Y,,,,,,Ollie,James,"No tag, body partially eaten away, guts out of cavity"
D100-2-2011-5,16/09/2011,D100-2-8B,LTG,R,O416DA3839,A,M,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-15A,SS,R,O4173CO258,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
D100-2-2011-5,16/09/2011,D100-2-3B,RS,R,O417815655,A,F,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-32A,RS,R,O417817127,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ling,
D100-2-2011-5,16/09/2011,D100-2-14A,MR,R,O4178173C3,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
D100-2-2011-5,16/09/2011,D100-2-5A,MR,R,O417817B2D,A,F,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-18B,SS,R,O4178181AB,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
D100-2-2011-5,16/09/2011,D100-2-2A,RS,R,O4178185B1,A,F,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-12A,SS,R,O417819977,A,M,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-2B,RS,R,O4178C375D,A,F,,,,,,,,,,,,,,,,,,,,,James,James,
D100-2-2011-5,16/09/2011,D100-2-10A,WH,N,O4178C4494,A,F?,,25.4,17.85,7.9,,,,,21,61,40,59,,,,307,,,,,Ollie,Ollie,
D100-2-2011-5,16/09/2011,D100-2-24A,PR,N,O4178C44DF,A,M,Testes,23.25,15.5,23.4,,,,,21,73,52,10,,,,,,,,,Ollie,Ling,
D100-2-2011-5,16/09/2011,D100-2-10B,LGTRS,N,O4178C4EBC,A,F,,41.4,,,189.9,163.35,,39.05,21,213,192,5,,,,,,,,,Ollie,Ollie,
D100-2-2011-5,16/09/2011,D100-2-46A,RS,R,O4178C5AF2,A,M?,,,,,,,,,,,,,,,,,,,,,James,James,
D100-2-2011-5,16/09/2011,D100-2-42B,LGTRS,N,O4178C5C58,A,M,,39.6,,,178,161.35,,41.4,21,206,185,9,,,,,,,,,Ollie,James,
D100-2-2011-5,16/09/2011,D100-2-9A,WH,R,O4178C767D,,,,,,,,,,,,,,,,,,,,,,,James,Ollie,
D100-2-2011-5,16/09/2011,D100-2-11A,PR,N,O4178C8582,A,M,Testes,24.25,14.9,16.9,,,,,21,59,38,3,,,,,,,,,Ollie,Ollie,
D10-1-2012-1,30/01/2012,D10-1-27B,RS,N,O4178C3E3E,A,F,,39.25,21.8,8.7,,,,,14,120,106,106,,Damage to tail approx 2 inches from base (fresh injury).,,,,,,,Faye,Matt/Alex,Thick ankle bands and thick collar.
D10-1-2012-1,30/01/2012,D10-1-27A,SS,N,O4178C43AC,A,F,Perforated,25.8,13.8,11.4,,,,,14,66,52,49,,,,,,,,,Faye,Matt/Alex,Quite orange underparts.
D10-1-2012-1,30/01/2012,D10-1-1A,SS,N,O4178C45B3,A,M?,,23.6,14,15.5,,,,,14,62,48,59,,Right eye cloudy (cataract?) missing end to tail (old injury).,,,,,,,Faye,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-20A,RS,N,O4178C4E18,A,F,,38.2,21.6,10.2,,,,,14,110,96,83,,,,,,,,,Faye,Faye/Eric,"Pale ankle bands, no distinct collar."
D10-1-2012-1,30/01/2012,D10-1-21A,RS,N,O4178C4FB9,A,F,,39.4,23.5,10.2,,,,,13,111,98,62,,Right ear mangled,,,,,,,Matt,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-18B,WH,N,O4178C58A2,A,F,,25,15.8,6.6,,,,,13,52,39,33,,Chunk missing from right ear,,,,,,,Matt,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-38A,SS,N,O4178C5E7F,A,M,Testes,25.8,17.1,12.8,,,,,13,70,57,22,,,,,,,,,Matt,Matt/Alex,Lots of notches in both ears
D10-1-2012-1,30/01/2012,D10-1-23A,SS,N,O4178C5EB2,A,M?,,27.6,12.65,13.95,,,,,14,62,48,54,,Rip in left ear.,,,,,,,Faye,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-20B,SS,N,O4178C71D2,A,F,,27.2,18.4,10.3,,,,,13,63,50,53,,,,,,,,,Matt,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-19A,SS,N,O4178C7C8E,A,F,Perforated,27.3,15.1,9.6,,,,,14,59,45,53,,No tail (old injury).,,,,,,,Faye,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-13A,SS,N,O4178C86DE,A,F,"3 pairs nips, perforated",27.6,17.3,9.8,,,,,12,65,53,15,,,,,,,,,Matt,Faye/Eric,
D10-1-2012-1,30/01/2012,D10-1-41A,RS,N,O417O6752F,A,M,,41.3,25.7,20.6,,,,,14,155,141,145,,,,,,,,,Faye,Matt/Alex,"Thick ankle bands, collar not joining."
D10-1-2012-1,30/01/2012,D10-1-36A,RS,N,O417O67ODO,A,M,,36.7,23.5,28.9,,,,,13,136,123,92,,,,,,,,,Matt,Matt/Alex,Full collar
D10-1-2012-2,31/01/2012,D10-1-14A,MR,N,O4178C468E,A,F,Perforated,38.1,20.7,19.9,,,,,14,200,186,22,,,,,,,,,Faye,Faye,
D10-1-2012-2,31/01/2012,D10-1-30A,RS,R,O4178C4E18,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Zinin,
D10-1-2012-2,31/01/2012,D10-1-5B,RS,N,O4178C5483,A,M?,,39.3,23.4,20.6,,,,,14,122,108,136,,Left ear split in half,,,,,,,Faye,Ling,"Right ear measured as left ear damaged, thick ankle bands and collar."
D10-1-2012-2,31/01/2012,D10-1-6A,WH,N,O4178C5D7E,A,F,,24.2,16.5,10.8,,,,,14,64,50,13,,,,,,,,,Matt,Ling,
D10-1-2012-2,31/01/2012,D10-1-19B,SS,R,O4178C7C8E,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Matt,
D10-1-2012-2,31/01/2012,D10-1-2A,WH,N,O4178C83EA,A,F,Perforated,27.4,15.6,12,,,,,14,64,50,40,,Nick out of right ear,,,,,,,Faye,Ling,
D10-1-2012-2,31/01/2012,D10-1-24B,RS,R,O417O6752F,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D10-1-2012-2,31/01/2012,D10-1-24A,SS,N,O417O686BO,A,M,,26,19.4,13,,,,,13,65,52,12,,End of tail missing,Y,,,,,,Matt,Faye,Died in processing
D10-1-2012-2,31/01/2012,D10-1-7B,RS,N,,,,,,,,,,,,,,,,,,,,,,,,,Ling,ESCAPED
D10-1-2012-3,01/02/2012,D10-1-19B,RS,N,O4178B7D8O,A,F,,38.1,22.5,5,,,,,13,112,99,93,,,,,,,,,Matt,Alex,Full collar.
D10-1-2012-3,01/02/2012,D10-1-41B,WH,N,O4178C3514,A,M,Testes,26.5,16.7,15.6,,,,,14,57,43,59,,,,,,,,,Faye,Wosh,
D10-1-2012-3,01/02/2012,D10-1-32B,RS,N,O4178C3B13,A,M?,,38.5,16.4,16.3,,,,,14,130,116,24,,"Very badly injured. Two deep gashes across scruff, cut above eye and on left front leg. Toes on back feet cut and broken.",,,,,,,Faye,James,"Trap found approx 15 m from ribbon, bag off, rat badly injured as if attacked."
D10-1-2012-3,01/02/2012,D10-1-27A,RS,R,O4178C3E3E,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D10-1-2012-3,01/02/2012,D10-1-9B,SS,N,O4178C52BB,A,M,,25.9,15.8,18.9,,,,,14,70,56,40,,,,,,,,,Faye,Matt,
D10-1-2012-3,01/02/2012,D10-1-40B,WH,N,O4178C52E7,A,F,Perforated,24.2,16.5,8.9,,,,,14,61,47,19,,"1 inch tail, left ear lobe completely missing.",,,,,,,Faye,Wosh,"Orange underparts, 2 whote blotches on tummy, right ear measured."
